year_month,account,monthly_avg_staked_amount,days_active_in_month,monthly_avg_total_balance,monthly_avg_total_staked
2022-01,4otRSPLYBcma3grhPq2AKs81K53SU4LHY8zJdYHztyijD4xtDW,220062.79561764706,17,10596163291.596704,5506965629.4718275
2022-01,3bc3Fo5uDtLVhvLaPsTcX6x78dkHJs7DqJFexvugaBaFTrd96f,14200.0,20,10596163291.596704,5506965629.4718275
2022-02,3bc3Fo5uDtLVhvLaPsTcX6x78dkHJs7DqJFexvugaBaFTrd96f,21839.285714285714,28,10678096978.251553,8530504721.472508
2022-03,3bc3Fo5uDtLVhvLaPsTcX6x78dkHJs7DqJFexvugaBaFTrd96f,30854.83870967742,31,10760674959.36261,8530381296.208062
2022-04,3bc3Fo5uDtLVhvLaPsTcX6x78dkHJs7DqJFexvugaBaFTrd96f,33000.0,5,10846716341.52058,8716805347.859705
2022-01,45XwJ7hZDJFZzJ94956iqwLHBa2EjPBUGLDsgJW73Ut2yCKDio,296606.4860698,20,10596163291.596704,5506965629.4718275
2022-02,45XwJ7hZDJFZzJ94956iqwLHBa2EjPBUGLDsgJW73Ut2yCKDio,310816.04606067855,28,10678096978.251553,8530504721.472508
2022-03,45XwJ7hZDJFZzJ94956iqwLHBa2EjPBUGLDsgJW73Ut2yCKDio,356596.4287062903,31,10760674959.36261,8530381296.208062
2022-04,45XwJ7hZDJFZzJ94956iqwLHBa2EjPBUGLDsgJW73Ut2yCKDio,359536.1391475667,30,10846716341.52058,8716805347.859705
2022-01,4MWo3LNZUt3NCs4XMuKUwRajPSvvfXj1XUvFAEincQ4YTtjpbe,594374.39048055,20,10596163291.596704,5506965629.4718275
2022-02,4MWo3LNZUt3NCs4XMuKUwRajPSvvfXj1XUvFAEincQ4YTtjpbe,609645.1797918214,28,10678096978.251553,8530504721.472508
2022-03,4MWo3LNZUt3NCs4XMuKUwRajPSvvfXj1XUvFAEincQ4YTtjpbe,636201.5685622904,31,10760674959.36261,8530381296.208062
2022-04,4MWo3LNZUt3NCs4XMuKUwRajPSvvfXj1XUvFAEincQ4YTtjpbe,636886.6599423332,30,10846716341.52058,8716805347.859705
2022-01,2ydM5AmxkhHpzeSSpqJdTgYrza4pQ3jH4utCcTuw8fJTPpSeHJ,15500.0,12,10596163291.596704,5506965629.4718275
2022-01,3AVvmpPH6Z9MNQzUCGZZFrmycYQCTFwkc11QkFucEz9RJyfTpf,1581519.0668398421,19,10596163291.596704,5506965629.4718275
2022-02,3AVvmpPH6Z9MNQzUCGZZFrmycYQCTFwkc11QkFucEz9RJyfTpf,1420222.913114,28,10678096978.251553,8530504721.472508
2022-03,3AVvmpPH6Z9MNQzUCGZZFrmycYQCTFwkc11QkFucEz9RJyfTpf,1531418.465632,31,10760674959.36261,8530381296.208062
2022-04,3AVvmpPH6Z9MNQzUCGZZFrmycYQCTFwkc11QkFucEz9RJyfTpf,1562967.6198942,30,10846716341.52058,8716805347.859705
2022-01,3regDMagkCBTXSHyYLZ74HEt8PrcYUFjZevf4wKKvr1JZuWz2m,613137.2048042631,19,10596163291.596704,5506965629.4718275
2022-02,3regDMagkCBTXSHyYLZ74HEt8PrcYUFjZevf4wKKvr1JZuWz2m,626822.2170269642,28,10678096978.251553,8530504721.472508
2022-03,3regDMagkCBTXSHyYLZ74HEt8PrcYUFjZevf4wKKvr1JZuWz2m,626789.218812871,31,10760674959.36261,8530381296.208062
2022-04,3regDMagkCBTXSHyYLZ74HEt8PrcYUFjZevf4wKKvr1JZuWz2m,632230.1707851333,30,10846716341.52058,8716805347.859705
2022-01,3rhr56fc7eawshcPX16PSicQKnQaj8xp4n9x4iEkK3GMVJa7Sj,1091567.6940827896,19,10596163291.596704,5506965629.4718275
2022-02,3rhr56fc7eawshcPX16PSicQKnQaj8xp4n9x4iEkK3GMVJa7Sj,949392.2506338928,28,10678096978.251553,8530504721.472508
2022-03,3rhr56fc7eawshcPX16PSicQKnQaj8xp4n9x4iEkK3GMVJa7Sj,834177.448407871,31,10760674959.36261,8530381296.208062
2022-04,3rhr56fc7eawshcPX16PSicQKnQaj8xp4n9x4iEkK3GMVJa7Sj,720362.4972809,30,10846716341.52058,8716805347.859705
2022-01,4fj82pz8Fsc4bgAGQLMP5z2Yc9VViCxYQn5SD1Y5c3EeDJiurN,83011.81067136842,19,10596163291.596704,5506965629.4718275
2022-02,4fj82pz8Fsc4bgAGQLMP5z2Yc9VViCxYQn5SD1Y5c3EeDJiurN,83329.11511375,28,10678096978.251553,8530504721.472508
2022-03,4fj82pz8Fsc4bgAGQLMP5z2Yc9VViCxYQn5SD1Y5c3EeDJiurN,83538.369709,9,10760674959.36261,8530381296.208062
2022-01,2yCTJmfZAstYj3auZW4sQhAzxBnxKUvdpyHbWaMc4a86XPw5Z5,14000.0,7,10596163291.596704,5506965629.4718275
2022-01,3fVPb3FXkjhtnULFbUgs3es2Gazdjt8xKqG4PbSwgUa7erqQ23,300615.66386433336,18,10596163291.596704,5506965629.4718275
2022-02,3fVPb3FXkjhtnULFbUgs3es2Gazdjt8xKqG4PbSwgUa7erqQ23,352416.88478789286,28,10678096978.251553,8530504721.472508
2022-03,3fVPb3FXkjhtnULFbUgs3es2Gazdjt8xKqG4PbSwgUa7erqQ23,407588.2524533871,31,10760674959.36261,8530381296.208062
2022-04,3fVPb3FXkjhtnULFbUgs3es2Gazdjt8xKqG4PbSwgUa7erqQ23,445247.73814336665,30,10846716341.52058,8716805347.859705
2022-01,3iZVPmcZLomKLdunJsrTmZ98xoqNWfVENcgCDzZ48JMvqrcSdV,201322.24106244446,18,10596163291.596704,5506965629.4718275
2022-02,3iZVPmcZLomKLdunJsrTmZ98xoqNWfVENcgCDzZ48JMvqrcSdV,318184.6207494286,28,10678096978.251553,8530504721.472508
2022-03,3iZVPmcZLomKLdunJsrTmZ98xoqNWfVENcgCDzZ48JMvqrcSdV,1121630.597183258,31,10760674959.36261,8530381296.208062
2022-04,3iZVPmcZLomKLdunJsrTmZ98xoqNWfVENcgCDzZ48JMvqrcSdV,1261667.1109262332,30,10846716341.52058,8716805347.859705
2022-01,3vyzKn8Gup52JFqNwvVgcHKXktqW5Bj82ATnfwATQZ7uJiCTpw,8905196.628094278,18,10596163291.596704,5506965629.4718275
2022-02,3vyzKn8Gup52JFqNwvVgcHKXktqW5Bj82ATnfwATQZ7uJiCTpw,8307670.897255,27,10678096978.251553,8530504721.472508
2022-03,3vyzKn8Gup52JFqNwvVgcHKXktqW5Bj82ATnfwATQZ7uJiCTpw,9670756.33656584,31,10760674959.36261,8530381296.208062
2022-04,3vyzKn8Gup52JFqNwvVgcHKXktqW5Bj82ATnfwATQZ7uJiCTpw,10064632.014229067,30,10846716341.52058,8716805347.859705
2022-01,3wkjtUwE4UuHDHs8dFrz7HZ1RmPqsnJxAYWswErkHkEYVBWj5j,15978808.381723722,18,10596163291.596704,5506965629.4718275
2022-02,3wkjtUwE4UuHDHs8dFrz7HZ1RmPqsnJxAYWswErkHkEYVBWj5j,16111913.906326072,28,10678096978.251553,8530504721.472508
2022-03,3wkjtUwE4UuHDHs8dFrz7HZ1RmPqsnJxAYWswErkHkEYVBWj5j,16261328.287141161,31,10760674959.36261,8530381296.208062
2022-04,3wkjtUwE4UuHDHs8dFrz7HZ1RmPqsnJxAYWswErkHkEYVBWj5j,16410376.083953401,30,10846716341.52058,8716805347.859705
2022-01,4Q7gEWsXYKJMp85BHK6w8yUxc4QGoepAJbyKCMVaQn2pixqGid,80000.0,18,10596163291.596704,5506965629.4718275
2022-02,4Q7gEWsXYKJMp85BHK6w8yUxc4QGoepAJbyKCMVaQn2pixqGid,80000.0,28,10678096978.251553,8530504721.472508
2022-03,4Q7gEWsXYKJMp85BHK6w8yUxc4QGoepAJbyKCMVaQn2pixqGid,80000.0,31,10760674959.36261,8530381296.208062
2022-04,4Q7gEWsXYKJMp85BHK6w8yUxc4QGoepAJbyKCMVaQn2pixqGid,80000.0,30,10846716341.52058,8716805347.859705
2022-01,4T3CtL9R4rqxQVAq3zKS2nmhdGVSmUF1nsDabJMepK4HTx5qGL,24056.59820516667,18,10596163291.596704,5506965629.4718275
2022-02,4T3CtL9R4rqxQVAq3zKS2nmhdGVSmUF1nsDabJMepK4HTx5qGL,62030.71613921429,28,10678096978.251553,8530504721.472508
2022-03,4T3CtL9R4rqxQVAq3zKS2nmhdGVSmUF1nsDabJMepK4HTx5qGL,90193.84612145161,31,10760674959.36261,8530381296.208062
2022-04,4T3CtL9R4rqxQVAq3zKS2nmhdGVSmUF1nsDabJMepK4HTx5qGL,90947.2553082,30,10846716341.52058,8716805347.859705
2022-01,4W5VuCvwVwyDnSBwxHdL1cMdBqXZ5oT1pxWoh592sSwVL2nvwR,333210.4067179444,18,10596163291.596704,5506965629.4718275
2022-02,4W5VuCvwVwyDnSBwxHdL1cMdBqXZ5oT1pxWoh592sSwVL2nvwR,906774.84033572,25,10678096978.251553,8530504721.472508
2022-01,4faXW7hiBPkvSF3UbPZLufDRjhxJi6gfVtnrnibXGcPu8YPWjh,525474.0,18,10596163291.596704,5506965629.4718275
2022-02,4faXW7hiBPkvSF3UbPZLufDRjhxJi6gfVtnrnibXGcPu8YPWjh,525474.0,28,10678096978.251553,8530504721.472508
2022-03,4faXW7hiBPkvSF3UbPZLufDRjhxJi6gfVtnrnibXGcPu8YPWjh,1103310.8387096773,31,10760674959.36261,8530381296.208062
2022-04,4faXW7hiBPkvSF3UbPZLufDRjhxJi6gfVtnrnibXGcPu8YPWjh,2012876.1302551,30,10846716341.52058,8716805347.859705
2022-01,4nqGwCzkmRRuRaHTwy27f2UWBMTHZdq8ifhS3iMSnG3mmtzCZF,594338.2348765,18,10596163291.596704,5506965629.4718275
2022-02,4nqGwCzkmRRuRaHTwy27f2UWBMTHZdq8ifhS3iMSnG3mmtzCZF,598605.4790309286,28,10678096978.251553,8530504721.472508
2022-03,4nqGwCzkmRRuRaHTwy27f2UWBMTHZdq8ifhS3iMSnG3mmtzCZF,602879.323527258,31,10760674959.36261,8530381296.208062
2022-04,4nqGwCzkmRRuRaHTwy27f2UWBMTHZdq8ifhS3iMSnG3mmtzCZF,608947.6125720333,30,10846716341.52058,8716805347.859705
2022-01,3p4DYVvwXTv84S74Tc18YhSN6RZkihjMT5NmCqqjLdNG937ZHA,1053594.169762647,17,10596163291.596704,5506965629.4718275
2022-02,3p4DYVvwXTv84S74Tc18YhSN6RZkihjMT5NmCqqjLdNG937ZHA,1024102.3561785,28,10678096978.251553,8530504721.472508
2022-03,3p4DYVvwXTv84S74Tc18YhSN6RZkihjMT5NmCqqjLdNG937ZHA,1005440.0446827419,31,10760674959.36261,8530381296.208062
2022-04,3p4DYVvwXTv84S74Tc18YhSN6RZkihjMT5NmCqqjLdNG937ZHA,1387651.4553095999,30,10846716341.52058,8716805347.859705
2022-01,4LGry99Y4QBimoiXKTfc3MscYHWxzdt3ue5BmYX25ehYGAfo2p,302944.94559723535,17,10596163291.596704,5506965629.4718275
2022-02,4LGry99Y4QBimoiXKTfc3MscYHWxzdt3ue5BmYX25ehYGAfo2p,314413.3786386786,28,10678096978.251553,8530504721.472508
2022-03,4LGry99Y4QBimoiXKTfc3MscYHWxzdt3ue5BmYX25ehYGAfo2p,315619.79510251613,31,10760674959.36261,8530381296.208062
2022-04,4LGry99Y4QBimoiXKTfc3MscYHWxzdt3ue5BmYX25ehYGAfo2p,315699.939719,30,10846716341.52058,8716805347.859705
2022-01,3tYZDVWzcnBJuDh1TaooLtAkZdQyLm8r5XyuKKvUoAxaKNj3gc,88530.319796375,16,10596163291.596704,5506965629.4718275
2022-02,3tYZDVWzcnBJuDh1TaooLtAkZdQyLm8r5XyuKKvUoAxaKNj3gc,83795.01297133333,24,10678096978.251553,8530504721.472508
2022-01,3xMYpHZoQ6i5Z2k4Ayiq8czYeiAw19hVJEqAH7NCKNHgnsKCYT,516312.5,16,10596163291.596704,5506965629.4718275
2022-02,3xMYpHZoQ6i5Z2k4Ayiq8czYeiAw19hVJEqAH7NCKNHgnsKCYT,459285.71428571426,28,10678096978.251553,8530504721.472508
2022-03,3xMYpHZoQ6i5Z2k4Ayiq8czYeiAw19hVJEqAH7NCKNHgnsKCYT,478161.29032258067,31,10760674959.36261,8530381296.208062
2022-04,3xMYpHZoQ6i5Z2k4Ayiq8czYeiAw19hVJEqAH7NCKNHgnsKCYT,788400.0,30,10846716341.52058,8716805347.859705
2022-01,3Aezeyk2LU6aW1Dhk2VGiAC9iYhPpdxZT7ZsViFPTHHH1qo7ac,52444.0,15,10596163291.596704,5506965629.4718275
2022-02,3Aezeyk2LU6aW1Dhk2VGiAC9iYhPpdxZT7ZsViFPTHHH1qo7ac,70555.0,28,10678096978.251553,8530504721.472508
2022-03,3Aezeyk2LU6aW1Dhk2VGiAC9iYhPpdxZT7ZsViFPTHHH1qo7ac,70555.0,31,10760674959.36261,8530381296.208062
2022-04,3Aezeyk2LU6aW1Dhk2VGiAC9iYhPpdxZT7ZsViFPTHHH1qo7ac,70555.0,30,10846716341.52058,8716805347.859705
2022-01,4oTUKu41QW6r5ADVJ3Kx5u8ooKQyj9HkAjX5zppVGUJbXiGYRG,199724.07965046668,15,10596163291.596704,5506965629.4718275
2022-02,4oTUKu41QW6r5ADVJ3Kx5u8ooKQyj9HkAjX5zppVGUJbXiGYRG,201078.56575585715,28,10678096978.251553,8530504721.472508
2022-03,4oTUKu41QW6r5ADVJ3Kx5u8ooKQyj9HkAjX5zppVGUJbXiGYRG,202917.19691025806,31,10760674959.36261,8530381296.208062
2022-04,4oTUKu41QW6r5ADVJ3Kx5u8ooKQyj9HkAjX5zppVGUJbXiGYRG,204705.73526366666,30,10846716341.52058,8716805347.859705
2022-01,2zZYv5nzsu7WLhKoLkiseC8q3DhwT3eZ2hMPeF1Cp2Gef1Usjv,87180.65175121429,14,10596163291.596704,5506965629.4718275
2022-02,2zZYv5nzsu7WLhKoLkiseC8q3DhwT3eZ2hMPeF1Cp2Gef1Usjv,87950.86948275,28,10678096978.251553,8530504721.472508
2022-03,2zZYv5nzsu7WLhKoLkiseC8q3DhwT3eZ2hMPeF1Cp2Gef1Usjv,91306.54701651614,31,10760674959.36261,8530381296.208062
2022-04,2zZYv5nzsu7WLhKoLkiseC8q3DhwT3eZ2hMPeF1Cp2Gef1Usjv,91405.367656,30,10846716341.52058,8716805347.859705
2022-01,3Q6auaCXY27S9cw7wWxnL9NLRKeZ98BuhxNSwogkHEbApxt18C,13251660.0,14,10596163291.596704,5506965629.4718275
2022-02,3Q6auaCXY27S9cw7wWxnL9NLRKeZ98BuhxNSwogkHEbApxt18C,13251660.0,28,10678096978.251553,8530504721.472508
2022-03,3Q6auaCXY27S9cw7wWxnL9NLRKeZ98BuhxNSwogkHEbApxt18C,13251660.0,31,10760674959.36261,8530381296.208062
2022-04,3Q6auaCXY27S9cw7wWxnL9NLRKeZ98BuhxNSwogkHEbApxt18C,13251660.0,30,10846716341.52058,8716805347.859705
2022-01,3USgJaoLTTtLF7o23qjPP2Tuis3X6PTwCTbkCNd8B3nTvtVoSW,13251665.0,14,10596163291.596704,5506965629.4718275
2022-02,3USgJaoLTTtLF7o23qjPP2Tuis3X6PTwCTbkCNd8B3nTvtVoSW,13251665.0,28,10678096978.251553,8530504721.472508
2022-03,3USgJaoLTTtLF7o23qjPP2Tuis3X6PTwCTbkCNd8B3nTvtVoSW,13251665.0,31,10760674959.36261,8530381296.208062
2022-04,3USgJaoLTTtLF7o23qjPP2Tuis3X6PTwCTbkCNd8B3nTvtVoSW,13251665.0,30,10846716341.52058,8716805347.859705
2022-01,3nKBk9SKxCnL8A4w4WPKp6NxiVcd5YNmEcCBxY4YVGfWU8i9Hp,8627227.235330787,14,10596163291.596704,5506965629.4718275
2022-02,3nKBk9SKxCnL8A4w4WPKp6NxiVcd5YNmEcCBxY4YVGfWU8i9Hp,9696677.520327894,28,10678096978.251553,8530504721.472508
2022-03,3nKBk9SKxCnL8A4w4WPKp6NxiVcd5YNmEcCBxY4YVGfWU8i9Hp,9616238.033726387,31,10760674959.36261,8530381296.208062
2022-04,3nKBk9SKxCnL8A4w4WPKp6NxiVcd5YNmEcCBxY4YVGfWU8i9Hp,9585380.975402933,30,10846716341.52058,8716805347.859705
2022-01,43sPTsozscn3d2RbxHiaWy6Pp23KthNeNV6LKBhrco5SqoB3YW,13251660.0,14,10596163291.596704,5506965629.4718275
2022-02,43sPTsozscn3d2RbxHiaWy6Pp23KthNeNV6LKBhrco5SqoB3YW,13251660.0,28,10678096978.251553,8530504721.472508
2022-03,43sPTsozscn3d2RbxHiaWy6Pp23KthNeNV6LKBhrco5SqoB3YW,13251660.0,31,10760674959.36261,8530381296.208062
2022-04,43sPTsozscn3d2RbxHiaWy6Pp23KthNeNV6LKBhrco5SqoB3YW,13251660.0,30,10846716341.52058,8716805347.859705
2022-01,47jj2zeWUW6oqy9YV4cqNH2ANF6GfuDdgwqf3x86XExR6qVFEK,801595.3348870714,14,10596163291.596704,5506965629.4718275
2022-02,47jj2zeWUW6oqy9YV4cqNH2ANF6GfuDdgwqf3x86XExR6qVFEK,807398.4085017144,28,10678096978.251553,8530504721.472508
2022-03,47jj2zeWUW6oqy9YV4cqNH2ANF6GfuDdgwqf3x86XExR6qVFEK,847697.8312507742,31,10760674959.36261,8530381296.208062
2022-04,47jj2zeWUW6oqy9YV4cqNH2ANF6GfuDdgwqf3x86XExR6qVFEK,854263.6217660999,30,10846716341.52058,8716805347.859705
2022-01,4AgHnsWT2gnEKYSqJMEzXtEXmKKgRuknXoDJhP2e3sneWisjTD,407279.30411771423,14,10596163291.596704,5506965629.4718275
2022-02,4AgHnsWT2gnEKYSqJMEzXtEXmKKgRuknXoDJhP2e3sneWisjTD,409777.40574996424,28,10678096978.251553,8530504721.472508
2022-03,4AgHnsWT2gnEKYSqJMEzXtEXmKKgRuknXoDJhP2e3sneWisjTD,414902.83186700003,31,10760674959.36261,8530381296.208062
2022-04,4AgHnsWT2gnEKYSqJMEzXtEXmKKgRuknXoDJhP2e3sneWisjTD,418454.68642660003,30,10846716341.52058,8716805347.859705
2022-01,4CeYuqont4zhTEbaofUPT9EueDGvrhnSf3XSTEKzanchdLC3pN,802729.8028577857,14,10596163291.596704,5506965629.4718275
2022-02,4CeYuqont4zhTEbaofUPT9EueDGvrhnSf3XSTEKzanchdLC3pN,808259.0488103572,28,10678096978.251553,8530504721.472508
2022-03,4CeYuqont4zhTEbaofUPT9EueDGvrhnSf3XSTEKzanchdLC3pN,814944.2620110323,31,10760674959.36261,8530381296.208062
2022-04,4CeYuqont4zhTEbaofUPT9EueDGvrhnSf3XSTEKzanchdLC3pN,821365.6704299334,30,10846716341.52058,8716805347.859705
2022-01,4EP93jiAXr3XuWdgAf7ATusH68UNeYyCZaGbXoAXxJNua9A277,591984.7832358571,14,10596163291.596704,5506965629.4718275
2022-02,4EP93jiAXr3XuWdgAf7ATusH68UNeYyCZaGbXoAXxJNua9A277,595000.5155775555,9,10678096978.251553,8530504721.472508
2022-01,4Ras4xAx3zSo3gBC3ktzNSz81D51ugQbUurMYPAEj1se51ARLj,5945025.517698,14,10596163291.596704,5506965629.4718275
2022-02,4Ras4xAx3zSo3gBC3ktzNSz81D51ugQbUurMYPAEj1se51ARLj,6414585.820795536,28,10678096978.251553,8530504721.472508
2022-03,4Ras4xAx3zSo3gBC3ktzNSz81D51ugQbUurMYPAEj1se51ARLj,6466720.064905355,31,10760674959.36261,8530381296.208062
2022-04,4Ras4xAx3zSo3gBC3ktzNSz81D51ugQbUurMYPAEj1se51ARLj,6523856.378178833,30,10846716341.52058,8716805347.859705
2022-01,4RirT77xApf2hLe8SMFSLu73DefSx6yDUvwQcfs8FCKHcZz9vg,885780.0,14,10596163291.596704,5506965629.4718275
2022-02,4RirT77xApf2hLe8SMFSLu73DefSx6yDUvwQcfs8FCKHcZz9vg,828191.4285714285,28,10678096978.251553,8530504721.472508
2022-03,4RirT77xApf2hLe8SMFSLu73DefSx6yDUvwQcfs8FCKHcZz9vg,703750.0,16,10760674959.36261,8530381296.208062
2022-01,4ZM4rmHztAkVMWVzCSvxckwxUSsAd5Sas1mbBenNpreePRYd6h,13251660.0,14,10596163291.596704,5506965629.4718275
2022-02,4ZM4rmHztAkVMWVzCSvxckwxUSsAd5Sas1mbBenNpreePRYd6h,13251660.0,28,10678096978.251553,8530504721.472508
2022-03,4ZM4rmHztAkVMWVzCSvxckwxUSsAd5Sas1mbBenNpreePRYd6h,13251660.0,31,10760674959.36261,8530381296.208062
2022-04,4ZM4rmHztAkVMWVzCSvxckwxUSsAd5Sas1mbBenNpreePRYd6h,13251660.0,30,10846716341.52058,8716805347.859705
2022-01,4qgmsj6PsvgGqqBf3Lq9vFsn1KV2h7379CfQqzaNFujL6fNcm7,2106616.380039786,14,10596163291.596704,5506965629.4718275
2022-02,4qgmsj6PsvgGqqBf3Lq9vFsn1KV2h7379CfQqzaNFujL6fNcm7,2120449.787888893,28,10678096978.251553,8530504721.472508
2022-03,4qgmsj6PsvgGqqBf3Lq9vFsn1KV2h7379CfQqzaNFujL6fNcm7,2138220.3106895806,31,10760674959.36261,8530381296.208062
2022-04,4qgmsj6PsvgGqqBf3Lq9vFsn1KV2h7379CfQqzaNFujL6fNcm7,2154038.017683367,30,10846716341.52058,8716805347.859705
2022-01,3Lz1Uhpwcva1BVSy4NjdqqDe9pxe1iVGxc4f35YmQ7cpwoy8qn,200001.0,13,10596163291.596704,5506965629.4718275
2022-02,3Lz1Uhpwcva1BVSy4NjdqqDe9pxe1iVGxc4f35YmQ7cpwoy8qn,200001.0,28,10678096978.251553,8530504721.472508
2022-03,3Lz1Uhpwcva1BVSy4NjdqqDe9pxe1iVGxc4f35YmQ7cpwoy8qn,200001.0,31,10760674959.36261,8530381296.208062
2022-04,3Lz1Uhpwcva1BVSy4NjdqqDe9pxe1iVGxc4f35YmQ7cpwoy8qn,200001.0,30,10846716341.52058,8716805347.859705
2022-01,4K131fvpEYQmT6cp67ZZEquRPfuUKdkAnpmtMwEAeAJ6qmtvFC,2950000.0,13,10596163291.596704,5506965629.4718275
2022-02,4K131fvpEYQmT6cp67ZZEquRPfuUKdkAnpmtMwEAeAJ6qmtvFC,3237500.0,28,10678096978.251553,8530504721.472508
2022-03,4K131fvpEYQmT6cp67ZZEquRPfuUKdkAnpmtMwEAeAJ6qmtvFC,4325806.451612903,31,10760674959.36261,8530381296.208062
2022-04,4K131fvpEYQmT6cp67ZZEquRPfuUKdkAnpmtMwEAeAJ6qmtvFC,5073333.7,30,10846716341.52058,8716805347.859705
2022-01,4VZs1eYPW1ShAr36bgXREZrT92xeCmGxu9zjYtpK3oQr3HsQhc,330000.0,13,10596163291.596704,5506965629.4718275
2022-02,4VZs1eYPW1ShAr36bgXREZrT92xeCmGxu9zjYtpK3oQr3HsQhc,330000.0,28,10678096978.251553,8530504721.472508
2022-03,4VZs1eYPW1ShAr36bgXREZrT92xeCmGxu9zjYtpK3oQr3HsQhc,313870.96774193546,31,10760674959.36261,8530381296.208062
2022-04,4VZs1eYPW1ShAr36bgXREZrT92xeCmGxu9zjYtpK3oQr3HsQhc,230000.0,30,10846716341.52058,8716805347.859705
2022-01,4nPULtiWXFhz2yzLHurnRDwJM5sUGCyFh1shcFuu8gZXMK51Qy,1198826.8622895384,13,10596163291.596704,5506965629.4718275
2022-02,4nPULtiWXFhz2yzLHurnRDwJM5sUGCyFh1shcFuu8gZXMK51Qy,1204292.9145407502,28,10678096978.251553,8530504721.472508
2022-03,4nPULtiWXFhz2yzLHurnRDwJM5sUGCyFh1shcFuu8gZXMK51Qy,1121745.7151812904,31,10760674959.36261,8530381296.208062
2022-04,4nPULtiWXFhz2yzLHurnRDwJM5sUGCyFh1shcFuu8gZXMK51Qy,1099334.9489192334,30,10846716341.52058,8716805347.859705
2022-01,3Y727H8u1eSGBY9DMGW9Brs9Wyo68G5QFnZLRJn9rAgq7tRTPy,108339.57248191668,12,10596163291.596704,5506965629.4718275
2022-02,3Y727H8u1eSGBY9DMGW9Brs9Wyo68G5QFnZLRJn9rAgq7tRTPy,109043.08947435716,28,10678096978.251553,8530504721.472508
2022-03,3Y727H8u1eSGBY9DMGW9Brs9Wyo68G5QFnZLRJn9rAgq7tRTPy,110087.21858538709,31,10760674959.36261,8530381296.208062
2022-04,3Y727H8u1eSGBY9DMGW9Brs9Wyo68G5QFnZLRJn9rAgq7tRTPy,111177.85736636668,30,10846716341.52058,8716805347.859705
2022-01,3jgYbczrBRAWz7vAxzLDNRGiNcP7AcCYionSdgHzJTicYaR4VM,500000.0,12,10596163291.596704,5506965629.4718275
2022-02,3jgYbczrBRAWz7vAxzLDNRGiNcP7AcCYionSdgHzJTicYaR4VM,500000.0,28,10678096978.251553,8530504721.472508
2022-03,3jgYbczrBRAWz7vAxzLDNRGiNcP7AcCYionSdgHzJTicYaR4VM,500000.0,31,10760674959.36261,8530381296.208062
2022-04,3jgYbczrBRAWz7vAxzLDNRGiNcP7AcCYionSdgHzJTicYaR4VM,500000.0,30,10846716341.52058,8716805347.859705
2022-01,4BJ5WD46YVMM3zurRkQUvkgXGZVnTUkCFDE55igC4jN35t3A2b,57603.40032733334,12,10596163291.596704,5506965629.4718275
2022-02,4BJ5WD46YVMM3zurRkQUvkgXGZVnTUkCFDE55igC4jN35t3A2b,100700.0769539643,28,10678096978.251553,8530504721.472508
2022-03,4BJ5WD46YVMM3zurRkQUvkgXGZVnTUkCFDE55igC4jN35t3A2b,178804.4167018387,31,10760674959.36261,8530381296.208062
2022-04,4BJ5WD46YVMM3zurRkQUvkgXGZVnTUkCFDE55igC4jN35t3A2b,83742.904429,30,10846716341.52058,8716805347.859705
2022-01,4KHscDnQWdNyhq3JU9LDeJ8DffLg9AgRQ7ZgUkFiN6v4MDa5UK,207970.79119266666,12,10596163291.596704,5506965629.4718275
2022-02,4KHscDnQWdNyhq3JU9LDeJ8DffLg9AgRQ7ZgUkFiN6v4MDa5UK,209484.69449632143,28,10678096978.251553,8530504721.472508
2022-03,4KHscDnQWdNyhq3JU9LDeJ8DffLg9AgRQ7ZgUkFiN6v4MDa5UK,211819.57472741936,31,10760674959.36261,8530381296.208062
2022-04,4KHscDnQWdNyhq3JU9LDeJ8DffLg9AgRQ7ZgUkFiN6v4MDa5UK,213826.53166593332,30,10846716341.52058,8716805347.859705
2022-01,4XfDxQMmB6MewTF6zsqyFUcKUbCD4YkAvVKzHehsUYxQL6Z2MG,210173.5901115,12,10596163291.596704,5506965629.4718275
2022-02,4XfDxQMmB6MewTF6zsqyFUcKUbCD4YkAvVKzHehsUYxQL6Z2MG,240941.9111180357,28,10678096978.251553,8530504721.472508
2022-03,4XfDxQMmB6MewTF6zsqyFUcKUbCD4YkAvVKzHehsUYxQL6Z2MG,272523.0402126129,31,10760674959.36261,8530381296.208062
2022-04,4XfDxQMmB6MewTF6zsqyFUcKUbCD4YkAvVKzHehsUYxQL6Z2MG,314651.2351096,30,10846716341.52058,8716805347.859705
2022-01,32YErNcHiNMusjMNRK1qNEgHJmtQVJToeyVaEBShxmr7iKc11w,1000000.0,11,10596163291.596704,5506965629.4718275
2022-02,32YErNcHiNMusjMNRK1qNEgHJmtQVJToeyVaEBShxmr7iKc11w,1021832.8460749643,28,10678096978.251553,8530504721.472508
2022-03,32YErNcHiNMusjMNRK1qNEgHJmtQVJToeyVaEBShxmr7iKc11w,1056336.2081375162,31,10760674959.36261,8530381296.208062
2022-04,32YErNcHiNMusjMNRK1qNEgHJmtQVJToeyVaEBShxmr7iKc11w,1103250.5632981334,30,10846716341.52058,8716805347.859705
2022-01,3AXptodggm3sMz9qiByhpQNqDHb8dVn3BWtPHh27L5L4srR7FT,203142.52379045452,11,10596163291.596704,5506965629.4718275
